Campaign,Campaign Type,Campaign Daily Budget,Bid Strategy Type,Ad Group,Max CPC,Keyword,Criterion Type,Ad type,Final URL,Path 1,Path 2,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Status
PSI - Large Residential,,,,Whole Home,10.00,whole house renovation contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Whole Home,10.00,whole home renovation company,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Whole Home,10.00,full house remodel contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Whole Home,10.00,complete home renovation,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Whole Home,10.00,gut renovation contractor near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Whole Home,10.00,house renovation contractor near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Whole Home,10.00,total home renovation,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Whole Home,,,,Responsive search ad,https://psiconstructionpa.com/,Whole-Home,Renovation,Most Projects $75K-$1M,Whole-Home Renovation,Gut Renovation Contractor,Full House Remodel,Down to the Studs,"One Crew, Start to Finish",PA HIC #213035,Licensed & Fully Insured,"In-House Crews, Not Subs","Kingston, PA Based",Serving the Back Mountain,Written Schedules,"Design, Permits, Build",Talk to the Owner Directly,Workers' Comp Covered,Whole-house renovations taken down to the studs and rebuilt. PA HIC #213035.,Most whole-home projects run $75K to $1M. Tell us the house and we will scope it.,One general contractor from demolition through punch list. Licensed and insured.,"Kingston-based, serving Luzerne, Lackawanna and Wyoming counties.",Enabled
PSI - Large Residential,,,,Design Build,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Design Build,10.00,design build contractor,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Design Build,10.00,design build contractor near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Design Build,10.00,design build firm,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Design Build,10.00,general contractor Wilkes-Barre,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Design Build,10.00,general contractor Kingston PA,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Design Build,10.00,general contractor Back Mountain,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Design Build,10.00,residential general contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Design Build,10.00,licensed general contractor near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Design Build,,,,Responsive search ad,https://psiconstructionpa.com/,Design-Build,NEPA,Most Projects $75K-$1M,Design-Build Contractor,"General Contractor, NEPA","Design, Permits, Build","One Crew, Start to Finish",Projects Others Decline,PA HIC #213035,Licensed & Fully Insured,"In-House Crews, Not Subs","Kingston, PA Based",Serving the Back Mountain,Written Schedules,Talk to the Owner Directly,Luzerne & Lackawanna Co.,Workers' Comp Covered,"Design, permitting and construction under one contract. PA HIC #213035.","Most projects run $75K to $1M. Additions, whole-home renovations, multifamily.","In-house crews, written schedules, workers comp covered. Licensed and insured.",Kingston-based general contractor serving the Wyoming Valley and Back Mountain.,Enabled
PSI - Large Residential,,,,New Construction,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,New Construction,8.00,home builders,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,New Construction,8.00,home builders near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,New Construction,8.00,new home construction contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,New Construction,8.00,custom home builder,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,New Construction,,,,Responsive search ad,https://psiconstructionpa.com/,New-Build,NEPA,Most Projects $75K-$1M,New Home Construction,"Custom Home Builder, PA","Design, Permits, Build","One Crew, Start to Finish",Ground-Up Construction,PA HIC #213035,Licensed & Fully Insured,"In-House Crews, Not Subs","Kingston, PA Based",Serving the Back Mountain,Written Schedules,Talk to the Owner Directly,Luzerne & Lackawanna Co.,Workers' Comp Covered,"Ground-up new construction across Luzerne, Lackawanna and Wyoming counties.","Most builds run $75K to $1M. Site work, permitting and construction handled.","In-house crews, written schedules, workers comp covered. PA HIC #213035.",Kingston-based builder serving the Wyoming Valley and Back Mountain.,Enabled
PSI - Large Residential,,,,Poconos Second Home,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Poconos Second Home,7.00,lake house renovation contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Poconos Second Home,7.00,vacation home renovation contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Poconos Second Home,7.00,second home remodel contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Poconos Second Home,7.00,lake home contractor Poconos,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Poconos Second Home,7.00,Poconos home renovation,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Poconos Second Home,7.00,Lake Wallenpaupack contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Poconos Second Home,7.00,Poconos contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Large Residential,,,,Poconos Second Home,,,,Responsive search ad,https://psiconstructionpa.com/,Second-Home,Poconos,Most Projects $75K-$1M,Lake House Renovation,Second Home Renovation,Poconos Renovation Crew,Photo Updates Every Week,"Design, Permits, Build",PA HIC #213035,Licensed & Fully Insured,"In-House Crews, Not Subs",Written Schedules,"One Crew, Start to Finish",Talk to the Owner Directly,Workers' Comp Covered,Wyoming Valley Contractor,Serving the Poconos,"Lake house and second-home renovations, managed for owners who live elsewhere.",Weekly photo and video updates so you can follow the job without driving up.,"Registered PA contractor #213035. Licensed, insured, workers comp covered.","Most projects run $75K to $1M. Additions, whole-home and exterior work.",Enabled
PSI - Entry Jobs,Search,16.00,Manual CPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused
PSI - Entry Jobs,,,,Bathrooms,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Bathrooms,6.00,bathroom renovation contractors,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Bathrooms,6.00,bathroom remodel contractor,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Bathrooms,6.00,bathroom renovation contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Bathrooms,6.00,bathroom remodeling near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Bathrooms,6.00,bathroom remodeling contractors,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Bathrooms,6.00,master bathroom renovation,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Bathrooms,6.00,bathroom renovation near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Bathrooms,6.00,full bathroom remodel,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Bathrooms,6.00,bathroom remodel company,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Bathrooms,,,,Responsive search ad,https://psiconstructionpa.com/,Bathrooms,NEPA,Bathroom Renovation Pros,Full Bath Renovation,Master Bath Renovation,Mid-Grade to High-End,"Tile, Plumbing & Wiring","Design, Permits, Build",PA HIC #213035,Licensed & Fully Insured,"In-House Crews, Not Subs","Kingston, PA Based",Serving the Back Mountain,Written Schedules,"One Crew, Start to Finish",Talk to the Owner Directly,Workers' Comp Covered,"Full bathroom renovations. Tile, plumbing and wiring handled by our own crews.","Mid-grade to high-end work, done once and done right. Quality over lowest bid.","Registered PA contractor #213035. Licensed, insured, workers comp covered.",Planning more than one room? We handle whole-floor and whole-home renovations.,Enabled
PSI - Entry Jobs,,,,Bathrooms,,,,Responsive search ad,https://psiconstructionpa.com/,Bathrooms,Remodel,Bathroom Remodel Contractor,"Built Once, Built Right",Master Bath Specialists,"Tile, Plumbing & Wiring",PA HIC #213035,Licensed & Fully Insured,"In-House Crews, Not Subs",Written Schedules,"One Crew, Start to Finish","Kingston, PA Based",Serving the Back Mountain,Talk to the Owner Directly,Workers' Comp Covered,Luzerne & Lackawanna Co.,"Design, Permits, Build",Bathroom renovations across the Wyoming Valley and Back Mountain. PA HIC #213035.,One crew from demolition to final tile. Written schedule before we start.,Not the lowest quote in your inbox. The one you only have to pay once.,"Kingston-based contractor serving Luzerne, Lackawanna and Wyoming counties.",Enabled
PSI - Entry Jobs,,,,Kitchens,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Kitchens,7.00,kitchen renovation contractor,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Kitchens,7.00,custom kitchen remodel,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Kitchens,7.00,kitchen remodel contractor,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Kitchens,7.00,large kitchen renovation,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Kitchens,7.00,full kitchen renovation contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Kitchens,7.00,custom kitchen remodel contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Kitchens,7.00,kitchen gut renovation,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Kitchens,7.00,high end kitchen remodel,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Kitchens,7.00,kitchen renovation company near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Kitchens,7.00,kitchen remodeling near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Kitchens,,,,Responsive search ad,https://psiconstructionpa.com/,Kitchens,NEPA,Kitchen Renovation Pros,Full Kitchen Renovation,Custom Kitchen Remodel,More Than Cabinet Refacing,"Walls, Wiring & Cabinets","Design, Permits, Build",PA HIC #213035,Licensed & Fully Insured,"In-House Crews, Not Subs","Kingston, PA Based",Serving the Back Mountain,Written Schedules,"One Crew, Start to Finish",Talk to the Owner Directly,Workers' Comp Covered,"Full kitchen renovations, not cabinet refacing. Layout, wiring, plumbing, finish.","Mid-grade to high-end kitchens built by our own crews, on a written schedule.","Registered PA contractor #213035. Licensed, insured, workers comp covered.",Doing the kitchen and more? We handle whole-floor and whole-home renovations.,Enabled
PSI - Entry Jobs,,,,Kitchens,,,,Responsive search ad,https://psiconstructionpa.com/,Kitchens,Custom,Custom Kitchen Remodel,Kitchen Gut Renovation,"Built Once, Built Right","Walls, Wiring & Cabinets",PA HIC #213035,Licensed & Fully Insured,"In-House Crews, Not Subs",Written Schedules,"One Crew, Start to Finish","Kingston, PA Based",Serving the Back Mountain,Talk to the Owner Directly,Workers' Comp Covered,Wyoming Valley Contractor,"Design, Permits, Build",Kitchen gut renovations handled end to end by one general contractor.,"Cabinets, counters, wiring, plumbing and finish carpentry with in-house crews.",Not the lowest quote in your inbox. The one you only have to pay once.,"Kingston-based, serving Luzerne, Lackawanna and Wyoming counties.",Enabled
PSI - Entry Jobs,,,,Decks & Outdoor,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Decks & Outdoor,5.00,deck builder near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Decks & Outdoor,5.00,deck contractor,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Decks & Outdoor,5.00,deck builder,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Decks & Outdoor,5.00,composite deck builder,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Decks & Outdoor,5.00,deck and porch contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Decks & Outdoor,5.00,screened porch contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Decks & Outdoor,5.00,covered porch builder,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Decks & Outdoor,5.00,deck construction company,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Decks & Outdoor,,,,Responsive search ad,https://psiconstructionpa.com/,Decks,NEPA,"Deck Builder, NEPA",Composite & Wood Decks,Deck & Porch Contractor,Screened Porch Builder,"Built to Code, Permitted","Design, Permits, Build",PA HIC #213035,Licensed & Fully Insured,"In-House Crews, Not Subs","Kingston, PA Based",Serving the Back Mountain,Written Schedules,"One Crew, Start to Finish",Talk to the Owner Directly,Workers' Comp Covered,"Decks, porches and screened rooms built to code and properly permitted.","Composite and wood decking, framed by our own carpenters. PA HIC #213035.","Written schedule before we start, so you know who is on site and when.","Kingston-based contractor serving Luzerne, Lackawanna and Wyoming counties.",Enabled
PSI - Entry Jobs,,,,Basement Finishing,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Basement Finishing,5.00,basement finishing contractor,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Basement Finishing,5.00,finish basement contractor,Exact,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Basement Finishing,5.00,basement finishing near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Basement Finishing,5.00,basement remodeling contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Basement Finishing,5.00,basement build out contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Basement Finishing,5.00,finished basement builder,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Basement Finishing,5.00,basement renovation contractor,Phrase,,,,,,,,,,,,,,,,,,,,,,,,Enabled
PSI - Entry Jobs,,,,Basement Finishing,,,,Responsive search ad,https://psiconstructionpa.com/,Basements,NEPA,Basement Finishing Pros,Finished Basement Builder,Basement Build-Out,"Egress, Framing & Wiring","Built to Code, Permitted","Design, Permits, Build",PA HIC #213035,Licensed & Fully Insured,"In-House Crews, Not Subs","Kingston, PA Based",Serving the Back Mountain,Written Schedules,"One Crew, Start to Finish",Talk to the Owner Directly,Workers' Comp Covered,"Basement finishing done to code: egress, framing, wiring, insulation, finish.",In-house crews and a written schedule. Registered PA contractor #213035.,Adding a bath or bedroom downstairs? We handle the permits and the plumbing.,"Kingston-based contractor serving Luzerne, Lackawanna and Wyoming counties.",Enabled
PSI - Large Residential,,,,,,cheap,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,cheapest,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,affordable,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,low cost,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,lowest price,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,budget,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,discount,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,bargain,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,deal,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,inexpensive,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,economy,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,value priced,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,best price,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,price match,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,lowest bid,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,diy,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,do it yourself,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,how to,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,how much,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,average cost,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,cost calculator,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,cost estimator,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,estimate calculator,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,price per square foot,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,cost per square foot,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,ideas,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,inspiration,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,pictures,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,photos,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,design ideas,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,floor plans,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,tutorial,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,youtube,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,reddit,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,guide,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,software,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,app,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,handyman,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,odd jobs,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,hourly rate,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,per hour,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,small repair,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,repair service,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,patch,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,drywall patch,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,touch up,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,maintenance,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,snow removal,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,landscaping,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,lawn,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,roofing only,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,roof repair,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,gutter,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,siding only,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,window replacement,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,appliance,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,plumber,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,electrician only,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,hvac,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,cleaning,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,junk removal,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,pressure washing,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,painting only,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,mobile home,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,trailer,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,manufactured home,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,rv,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,camper,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,shed,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
PSI - Large Residential,,,,,,garage only,Campaign Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,,
